score,path_1,path_2,title_1,title_2
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-applications-manager/openlm-applications-manager-configuration.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/configuring-openlm-applications-manager.md,OpenLM Applications Manager configuration,OpenLM Applications Manager Configuration
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-applications-manager/optimal-configuration-for-applications-manager.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/optimal-configuration-applications-manager-kb803.md,Optimal configuration for Applications Manager,Optimal Configuration for Applications Manager
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-broker/index.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/openlm-broker-installation-21-xand-higher-windows.md,OpenLM Broker installation on Windows,OpenLM Broker Installation on Windows
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-broker/openlm-broker-configuration.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/openlm-broker-configuration.md,OpenLM Broker configuration,OpenLM Broker Configuration
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-identity-service/configuration/integration-between-ad-fs-and-openlm.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/how-to-use-ad-fs-as-an-external-identity-provider-for-identity-service.md,Integration between AD FS and OpenLM,Integration Between AD FS and OpenLM
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-identity-service/configuration/integration-between-azure-active-directory-and-openlm.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/how-to-configure-identity-service-with-azure-active-directory-aad.md,Integration between Azure Active Directory and OpenLM,Integration Between Azure Active Directory And OpenLM
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-identity-service/configuration/integration-between-okta-sso-and-openlm-configuration.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/configuring-okta-sso-with-openlm.md,Integration between OKTA SSO and OpenLM,Integration Between OKTA SSO and OpenLM
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-identity-service/openlm-slm-and-identity-service-installation-on-linux.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/openlm-server-v21-and-identity-service-installation-in-linux-using-rpm-deb-and-tar-packages-kb-876.md,"OpenLM SLM and Identity Service installation on Linux using RPM, DEB, and TAR Packages","OpenLM SLM and Identity Service Installation on Linux using RPM, DEB, and TAR Packages"
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-slm-features/license-retrieval-manual-method-and-monitoring-idle-application-time/index.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/license-retrieval-manual-method-and-monitoring-idle-application-time-kb4005a.md,"License harvesting (manual method), and monitoring idle application time","License harvesting (Manual method), and Monitoring Idle Application time"
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-slm-features/license-retrieval-manual-method-and-monitoring-idle-application-time/license-retrieval-of-idle-applications-matlab-autocad-arcgis-arcgis-pro-solidworks-and-catia-save-and-close/index.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/license-retrieval-of-idle-applications-matlab-autodesk-arcgis-solidworks-save-and-close-kb4005b.md,"License Harvesting of idle applications (MATLAB, AutoCAD, ArcGIS, ArcGIS Pro, SOLIDWORKS, and CATIA) - Save and Close","License Harvesting of Idle Applications (MATLAB, AutoCAD, ArcGIS, ArcGIS Pro, SOLIDWORKS, and CATIA) - Save and Close"
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-slm-features/license-retrieval-manual-method-and-monitoring-idle-application-time/license-retrieval-of-idle-applications-matlab-autocad-arcgis-arcgis-pro-solidworks-and-catia-save-and-close/license-retrieval-of-idle-flexlm-applications/index.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/license-retrieval-of-idle-flexlm-applications-suspend-and-resume-kb4005c.md,License Harvesting of idle FlexLM applications,License Harvesting of Idle FlexLM Applications
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-slm-features/license-retrieval-manual-method-and-monitoring-idle-application-time/license-retrieval-of-idle-applications-matlab-autocad-arcgis-arcgis-pro-solidworks-and-catia-save-and-close/license-retrieval-of-idle-flexlm-applications/license-retrieval-of-idle-applications-enhanced-workstation-agent-procedures.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/license-retrieval-of-idle-applications-enhanced-agent-procedures-kb4005d.md,License retrieval of idle applications - Enhanced  Workstation Agent procedures,License retrieval of idle applications - Enhanced Workstation Agent procedures
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-slm-features/openlm-group-usage/introducing-entities-in-openlm-users-groups-ip-and-hosts.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/introducing-entities-in-openlm-users-groups-ip-and-hosts.md,"Introducing Entities in OpenLM - users, groups, IP and hosts","Introducing Entities in OpenLM - Users, Groups, IP and Hosts"
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-slm-features/openlm-project-usage.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/license-usage-monitoring-according-to-projects-kb4030.md,OpenLM Project usage,OpenLM Project Usage
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-slm-features/openlm-roles-permissions.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/roles-and-permission-groups-based-security-kb4006-2.md,OpenLM Roles & Permissions,OpenLM Roles & Permissions
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-slm-features/openlm-roles-permissions.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/roles-and-permission-groups-based-security-kb4006.md,OpenLM Roles & Permissions,OpenLM Roles & Permissions
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-system-architecture.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/architecture.md,OpenLM system architecture,OpenLM System Architecture
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-system-architecture.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/openlm-system-structure-overview-kb4400.md,OpenLM system architecture,OpenLM System Architecture
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/altium.mdx,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/altium.mdx,Altium,Altium
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/arcgis-online.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/arcgis-online.mdx,ArcGIS Online,ArcGIS Online
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/arcgis-pro-kb.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/arcgis-pro.md,ArcGIS Pro,ArcGIS Pro
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/autodesk-cloud.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/autodesk-cloud.mdx,Autodesk Cloud,Autodesk Cloud
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/betalm.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/betalm.mdx,BetaLM,BetaLM
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/codemeter.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/codemeter.mdx,CodeMeter,CodeMeter
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/dsls.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/dsls.mdx,DSLS,DSLS
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/easycopy.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/easycopy.mdx,EasyCopy,EasyCopy
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/flexera-flexlm-flexnet-publisher.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/flexera-flexlm-flexnet-publisher.md,What is FlexLM? What is FlexNet Publisher? Who is Flexera?,What is FlexLM? What is FlexNet Publisher? Who is Flexera?
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/flexnet-embedded.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/flexnet-embedded.mdx,FlexNet Embedded,FlexNet Embedded
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/intergraph-splm.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/intergraph-splm.mdx,Intergraph SPLM,Intergraph SPLM
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/license4j.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/license4j.mdx,License4J,License4J
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/lm-x.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/lm-x.mdx,LM-X,LM-X
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/ls-dyna-kb.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/ls-dyna.mdx,LS-DYNA,LS-DYNA
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/mathlm.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/mathlm.mdx,MathLM,MathLM
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/olicense.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/olicense.mdx,Olicense,OLicense
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/progecad.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/progecad.mdx,ProgeCAD,ProgeCAD
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/reprise-rlm-kb-2.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/reprise_rlm.mdx,Reprise RLM,Reprise RLM
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/seh-utn-manager.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/seh-utn-license-dongle-server.mdx,SEH-UTN,SEH-UTN
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/sentinel-hasp-kb-2.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/sentinel-hasp.mdx,Sentinel HASP,Sentinel HASP
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/sentinel-rms-kb-2.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/sentinel-rms.mdx,Sentinel RMS,Sentinel RMS
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/slickedit.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/interfacing_articles/slick-edit.mdx,SlickEdit,SlickEdit
1.000,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/solidnetwork-license-manager.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/solidnetwork-license-manager-snl.md,SolidNetwork License Manager (SNL),SolidNetwork license manager (SNL)
0.988,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/ibm-rational-flexnet-token-based-licensing-kb.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/what-is/ibm-rational-flexnet-token-based-licensing.md,IBM Rational: FlexNet token-based licensing,IBM Rational FlexNet token-based licensing
0.917,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/configuring-openlm-to-interface-the-flexlm-license-manager-kb4001a.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/interfacing-the-dsls-license-manager-kb4001c.md,Monitoring the FlexLM license manager with OpenLM,Monitoring the DSLS license manager with OpenLM
0.909,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/configuring-openlm-to-interface-the-flexlm-license-manager-kb4001a.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/interfacing-the-ibm-lum-license-manager-kb4001h.md,Monitoring the FlexLM license manager with OpenLM,Monitoring the IBM LUM license manager with OpenLM
0.909,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/interfacing-the-dsls-license-manager-kb4001c.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/interfacing-the-slickedit-license-manager-kb4001o.md,Monitoring the DSLS license manager with OpenLM,Monitoring the SlickEdit license manager with OpenLM
0.907,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/interfacing-the-ibm-lum-license-manager-kb4001h.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/interfacing-the-dsls-license-manager-kb4001c.md,Monitoring the IBM LUM license manager with OpenLM,Monitoring the DSLS license manager with OpenLM
0.907,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/how-to-use-ad-fs-as-an-external-identity-provider-for-identity-service.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/configuring-okta-sso-with-openlm.md,Integration Between AD FS and OpenLM,Integration Between OKTA SSO and OpenLM
0.907,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-identity-service/configuration/integration-between-ad-fs-and-openlm.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/configuring-okta-sso-with-openlm.md,Integration between AD FS and OpenLM,Integration Between OKTA SSO and OpenLM
0.907,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-identity-service/configuration/integration-between-ad-fs-and-openlm.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-identity-service/configuration/integration-between-okta-sso-and-openlm-configuration.md,Integration between AD FS and OpenLM,Integration between OKTA SSO and OpenLM
0.907,/Users/anamariagilca/projects/docs/docs/docs/legacy/openlm-identity-service/configuration/integration-between-okta-sso-and-openlm-configuration.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/how-to-use-ad-fs-as-an-external-identity-provider-for-identity-service.md,Integration between OKTA SSO and OpenLM,Integration Between AD FS and OpenLM
0.904,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/interfacing-the-ibm-lum-license-manager-kb4001h.md,/Users/anamariagilca/projects/docs/docs/docs/legacy/knowledge-base/interfacing-the-reprise-rlm-license-manager-kb4001b.md,Monitoring the IBM LUM license manager with OpenLM,Monitoring the Reprise RLM license manager with OpenLM
